버정거리총합,상호개수,교통사고건수,보호구역개수,화재발생건수,주유소명,주소,위도,경도
0.116040956,0.135135135,0.018058691,0,0,세명셀프주유소,울산 울주군 온산읍 온산로 298,35.4670807,129.3319952
0.068259386,0.297297297,0,0.052631579,0,서진셀프주유소,울산 울주군 웅촌면 삼동로 1659,35.4866498,129.2153735
0.122866894,0.135135135,0.006772009,0.035087719,0,주식회사 동양주유소,울산 울주군 남창로 1122,35.474513,129.29438
0.09556314,0.189189189,0.042889391,0.052631579,0.151041667,곡천주유소,울산 울주군 웅촌면 웅촌로 343,35.4625085,129.206947
0.208191126,0.216216216,0.115124153,0.192982456,0.213541667,온양IC주유소,울산광역시 울주군 온양읍 남창로 484,35.4199419,129.2800765
0.109215017,0.135135135,0.001128668,0,0,행복주유소,울산 울주군 청량면 온산로 352,35.4677439,129.3257857
0.146757679,0.054054054,0.022573363,0.035087719,0,성일주유소,울산 울주군 언양읍 반구대로 1303,35.6045574,129.141042
0.215017065,0.135135135,0.003386005,0.01754386,0,통도IC주유소,울산 울주군 삼남면 반구대로 38,35.5012767,129.092854
0.075085324,0.108108108,0,0.01754386,0,조일주유소,울산 울주군 삼동면 삼동로 176,35.4977943,129.1098013
0.034129693,0,0,0,0,동산휴게소주유소,울산 울주군 두서면 반구대로 2319,35.6872925,129.185029
0.208191126,0.135135135,0.003386005,0.01754386,0,삼성주유소,울산 울주군 삼남면 반구대로 1,35.4983795,129.0913025
0.194539249,0.135135135,0.003386005,0.035087719,0,하이테크Self주유소,울산 울주군 삼남면 반구대로 133,35.5099214,129.0947448
0.245733788,0.081081081,0.06772009,0.122807018,0.145833333,직동토탈주유소,울산 울주군 언양읍 반구대로 964,35.5756405,129.1315753
